solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
4, 0, 0.007, 1.0146, 1, 14, 1250, 14
4, 0, 0.0083, 1.0229, 1, 14, 1300, 14
4, 0, 0.0074, 1.0303, 1, 14, 1350, 14
4, 0, 0.008, 1.0383, 1, 14, 1400, 14
4, 0, 0.0069, 1.0453, 1, 14, 1450, 14
4, 0, 0.0081, 1.0534, 1, 14, 1500, 14
4, 0, 0.0071, 1.0605, 1, 15, 1200, 15
4, 0, 0.0074, 1.0679, 1, 15, 1250, 15
4, 0, 0.0075, 1.0754, 1, 15, 1300, 15
4, 0, 0.0075, 1.0829, 1, 15, 1350, 15
4, 0, 0.0074, 1.0903, 1, 15, 1400, 15
4, 0, 0.0076, 1.0979, 1, 15, 1450, 15
4, 0, 0.0068, 1.1047, 1, 15, 1500, 15
2, 0, 0.0118, 1.1165, 2, 1, 1200, 16
2, 0, 0.0106, 1.1271, 2, 1, 1250, 16
2, 0, 0.0103, 1.1374, 2, 1, 1300, 16
2, 0, 0.0102, 1.1476, 2, 1, 1350, 16
2, 0, 0.0108, 1.1584, 2, 1, 1400, 16
2, 0, 0.0103, 1.1687, 2, 1, 1450, 16
2, 0, 0.0107, 1.1794, 2, 1, 1500, 16
2, 0, 0.0116, 1.191, 2, 2, 1200, 17
2, 0, 0.01, 1.201, 2, 2, 1250, 17
2, 0, 0.0103, 1.2113, 2, 2, 1300, 17
2, 0, 0.0105, 1.2218, 2, 2, 1350, 17
2, 0, 0.0102, 1.2319, 2, 2, 1400, 17
2, 0, 0.0101, 1.242, 2, 2, 1450, 17
2, 0, 0.0109, 1.2529, 2, 2, 1500, 17
2, 0, 0.0116, 1.2645, 2, 3, 1200, 18
2, 0, 0.0107, 1.2752, 2, 3, 1250, 18
2, 0, 0.0112, 1.2864, 2, 3, 1300, 18
2, 0, 0.0102, 1.2966, 2, 3, 1350, 18
2, 0, 0.0101, 1.3067, 2, 3, 1400, 18
2, 0, 0.0108, 1.3174, 2, 3, 1450, 18
2, 0, 0.0104, 1.3278, 2, 3, 1500, 18
2, 0, 0.0165, 1.3443, 2, 4, 1200, 19
2, 0, 0.0112, 1.3555, 2, 4, 1250, 19
2, 0, 0.0104, 1.3658, 2, 4, 1300, 19
2, 0, 0.0108, 1.3766, 2, 4, 1350, 19
2, 0, 0.0107, 1.3874, 2, 4, 1400, 19
2, 0, 0.0102, 1.3976, 2, 4, 1450, 19
2, 0, 0.0111, 1.4087, 2, 4, 1500, 19
2, 0, 0.0115, 1.4202, 2, 5, 1200, 20
2, 0, 0.0101, 1.4303, 2, 5, 1250, 20
2, 0, 0.0111, 1.4414, 2, 5, 1300, 20
2, 0, 0.0102, 1.4516, 2, 5, 1350, 20
2, 0, 0.0106, 1.4622, 2, 5, 1400, 20
2, 0, 0.0103, 1.4726, 2, 5, 1450, 20
2, 0, 0.011, 1.4836, 2, 5, 1500, 20
2, 0, 0.0125, 1.4961, 2, 6, 1200, 21
2, 0, 0.0103, 1.5064, 2, 6, 1250, 21
2, 0, 0.0102, 1.5166, 2, 6, 1300, 21
2, 0, 0.011, 1.5277, 2, 6, 1350, 21
2, 0, 0.0112, 1.5389, 2, 6, 1400, 21
2, 0, 0.0101, 1.549, 2, 6, 1450, 21
2, 0, 0.0102, 1.5592, 2, 6, 1500, 21
2, 0, 0.0121, 1.5713, 2, 7, 1200, 22
2, 0, 0.0102, 1.5815, 2, 7, 1250, 22
2, 0, 0.0115, 1.5929, 2, 7, 1300, 22
2, 0, 0.0113, 1.6042, 2, 7, 1350, 22
2, 0, 0.0116, 1.6158, 2, 7, 1400, 22
2, 0, 0.0113, 1.6271, 2, 7, 1450, 22
2, 0, 0.0111, 1.6382, 2, 7, 1500, 22
2, 0, 0.0123, 1.6505, 2, 8, 1200, 23
2, 0, 0.0103, 1.6608, 2, 8, 1250, 23
2, 0, 0.0109, 1.6717, 2, 8, 1300, 23
2, 0, 0.0114, 1.6831, 2, 8, 1350, 23
2, 0, 0.0108, 1.6939, 2, 8, 1400, 23
2, 0, 0.0099, 1.7038, 2, 8, 1450, 23
2, 0, 0.0113, 1.7151, 2, 8, 1500, 23
2, 0, 0.0169, 1.7319, 2, 9, 1200, 24
2, 0, 0.01, 1.7419, 2, 9, 1250, 24
2, 0, 0.0095, 1.7514, 2, 9, 1300, 24
2, 0, 0.0106, 1.762, 2, 9, 1350, 24
2, 0, 0.0105, 1.7725, 2, 9, 1400, 24
2, 0, 0.0132, 1.7858, 2, 9, 1450, 24
2, 0, 0.0107, 1.7965, 2, 9, 1500, 24
2, 0, 0.0133, 1.8098, 2, 10, 1200, 25
2, 0, 0.0113, 1.8211, 2, 10, 1250, 25
2, 0, 0.0103, 1.8314, 2, 10, 1300, 25
2, 0, 0.0115, 1.8429, 2, 10, 1350, 25
2, 0, 0.0103, 1.8532, 2, 10, 1400, 25
2, 0, 0.0108, 1.864, 2, 10, 1450, 25
2, 0, 0.0106, 1.8746, 2, 10, 1500, 25
2, 0, 0.0114, 1.8859, 2, 11, 1200, 26
