solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, fileNumber
422, 0.0284, 303.4306, 22000.6541, 18, 19, 359
422, 0.034, 300.658, 22301.3121, 18, 20, 360
2, 1, 0.0155, 22301.3276, 19, 1, 361
2, 0.7518, 0.0355, 22301.3631, 19, 2, 362
2, 0.6307, 0.0587, 22301.4218, 19, 3, 363
2, 0.5217, 0.072, 22301.4939, 19, 4, 364
2, 0.3801, 0.159, 22301.6528, 19, 5, 365
2, 0.2895, 0.6339, 22302.2868, 19, 6, 366
2, 0.2411, 3.4774, 22305.7641, 19, 7, 367
2, 0.2338, 12.1371, 22317.9012, 19, 8, 368
2, 0.1866, 73.2146, 22391.1158, 19, 9, 369
3, 0.1752, 232.846, 22623.9618, 19, 10, 370
422, 0.1589, 300.6092, 22924.571, 19, 11, 371
422, 0.1512, 300.5788, 23225.1498, 19, 12, 372
422, 0.1327, 300.7288, 23525.8786, 19, 13, 373
422, 0.123, 300.6512, 23826.5298, 19, 14, 374
422, 0.106, 301.4858, 24128.0156, 19, 15, 375
422, 0.1043, 300.7436, 24428.7592, 19, 16, 376
422, 0.1021, 301.012, 24729.7712, 19, 17, 377
422, 0.087, 301.4205, 25031.1917, 19, 18, 378
2, 0.0112, 34.5389, 25065.7306, 19, 19, 379
422, 0.0295, 339.672, 25405.4026, 19, 20, 380
2, 1, 0.0317, 25405.4344, 20, 1, 381
2, 0.8407, 0.1126, 25405.547, 20, 2, 382
2, 0.6625, 0.1732, 25405.7201, 20, 3, 383
2, 0.4564, 0.2109, 25405.931, 20, 4, 384
2, 0.3516, 1.0599, 25406.9909, 20, 5, 385
2, 0.3031, 0.553, 25407.5439, 20, 6, 386
102, 0.2643, 3.1102, 25410.6541, 20, 7, 387
2, 0.2361, 25.619, 25436.2732, 20, 8, 388
3, 0.2007, 46.223, 25482.4962, 20, 9, 389
3, 0.1726, 155.5372, 25638.0334, 20, 10, 390
422, 0.1539, 300.7573, 25938.7907, 20, 11, 391
422, 0.1495, 303.0074, 26241.7981, 20, 12, 392
422, 0.1371, 302.4742, 26544.2723, 20, 13, 393
422, 0.1229, 306.4943, 26850.7666, 20, 14, 394
422, 0.111, 303.1794, 27153.9461, 20, 15, 395
422, 0.104, 303.899, 27457.8451, 20, 16, 396
422, 0.0955, 309.5598, 27767.4049, 20, 17, 397
422, 0.0845, 307.9365, 28075.3414, 20, 18, 398
422, 0.0838, 307.6319, 28382.9733, 20, 19, 399
2, 0.0121, 162.3079, 28545.2812, 20, 20, 400
